sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes,X14,X15,X16,X17,LDMC,alias,USDA_symbol,date
NA,non_plot,TOAR,7,2,NA,NA,0.27891,NA,0.0748,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.2681868703165896,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,7,3,NA,NA,0.13102,NA,0.0356,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.2717142421004427,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,8,1,NA,NA,0.13072,NA,0.0339,NA,4/22/17,"62x35x12; no petiole, no leaflet compounds",NA,NA,NA,NA,0.2593329253365973,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,8,2,NA,NA,0.07857,NA,0.0207,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.2634593356242841,TOAR,TOAR,2017-04-22
NA,non_plot,TOAR,8,3,NA,NA,0.18476,NA,0.0491,NA,4/22/17,"no petiole, no leaflet compounds",NA,NA,NA,NA,0.26575016237280796,TOAR,TOAR,2017-04-22
NA,non_plot,TRAL,1,1,NA,NA,0.03655,NA,0.0091,NA,4/21/17,8x26x25,NA,NA,NA,NA,0.24897400820793436,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,1,2,NA,NA,0.03467,NA,0.0095,NA,4/21/17,NA,NA,NA,NA,NA,0.27401211421978655,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,1,3,NA,NA,0.05494,NA,0.0149,NA,4/21/17,NA,NA,NA,NA,NA,0.2712049508554787,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,2,1,NA,NA,0.00783,NA,0.0024,NA,4/21/17,15x8x5,NA,NA,NA,NA,0.3065134099616858,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,2,2,NA,NA,0.03081,NA,0.0084,NA,4/21/17,NA,NA,NA,NA,NA,0.2726387536514119,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,2,3,NA,NA,0.01467,NA,0.0044,NA,4/21/17,NA,NA,NA,NA,NA,0.299931833674165,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,3,1,NA,NA,0.02147,NA,0.0062,NA,4/21/17,18x2x2,NA,NA,NA,NA,0.2887750349324639,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,3,2,NA,NA,0.02128,NA,0.0062,NA,4/21/17,NA,NA,NA,NA,NA,0.2913533834586466,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,3,3,NA,NA,NA,NA,NA,NA,4/21/17,NA,NA,NA,NA,NA,NA,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,4,1,NA,NA,0.02324,NA,0.0064,NA,4/21/17,29x23x9,NA,NA,NA,NA,0.2753872633390706,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,4,2,NA,NA,0.07625,NA,0.0209,NA,4/21/17,NA,NA,NA,NA,NA,0.27409836065573767,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,4,3,NA,NA,0.06617,NA,0.017,NA,4/21/17,NA,NA,NA,NA,NA,0.256914009369805,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,5,1,NA,NA,0.04823,NA,0.0137,NA,4/21/17,23x3x7,NA,NA,NA,NA,0.28405556707443497,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,5,2,NA,NA,0.01336,NA,0.0043,NA,4/21/17,NA,NA,NA,NA,NA,0.3218562874251497,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,5,3,NA,NA,0.04598,NA,0.0126,NA,4/21/17,NA,NA,NA,NA,NA,0.274032187907786,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,6,1,NA,NA,0.00618,NA,0.0018,NA,4/21/17,22x3x2,NA,NA,NA,NA,0.2912621359223301,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,6,2,NA,NA,0.01802,NA,0.0048,NA,4/21/17,NA,NA,NA,NA,NA,0.2663706992230854,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,6,3,NA,NA,0.01873,NA,0.0058,NA,4/21/17,NA,NA,NA,NA,NA,0.30966364121729845,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,7,1,NA,NA,0.01025,NA,0.0024,NA,4/21/17,23x3x3,NA,NA,NA,NA,0.2341463414634146,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,7,2,NA,NA,0.01509,NA,0.0038,NA,4/21/17,NA,NA,NA,NA,NA,0.25182239893969516,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,7,3,NA,NA,0.06473,NA,0.0162,NA,4/21/17,NA,NA,NA,NA,NA,0.2502703537772285,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,8,1,NA,NA,0.02649,NA,0.0075,NA,4/21/17,11x17x14,NA,NA,NA,NA,0.28312570781426954,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,8,2,NA,NA,0.02771,NA,0.008,NA,4/21/17,NA,NA,NA,NA,NA,0.28870443883074703,TRAL,TRAL5,2017-04-21
NA,non_plot,TRAL,8,3,NA,NA,0.02948,NA,0.0085,NA,4/21/17,NA,NA,NA,NA,NA,0.2883310719131615,TRAL,TRAL5,2017-04-21
